epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.31413,1.1435,2.49007,1.37394,0.01,1,0.6749,0.6078,0.24198,2.57657,0.76336,0,0,0
