epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.17226,1.02235,2.47687,1.29643,0.01,1,0.6751,0.60798,0.23661,2.57719,0.762,0,0,0
